0,46;0,41;0,43;0,5;0,58;0,67;0,77;0,84;0,9;0,95;0,95;0,93;0,89;0,81;0,72;0,64;0,58;0,59;0,65;0,73;0,81;0,87;0,89;0,9;0,88;0,84;0,78;0,7;0,61;0,52;0,44
0,39;0,41;0,51;0,61;0,74;0,87;0,97;1,04;1,06;1,06;1;0,91;0,78;0,64;0,53;0,5;0,57;0,66;0,75;0,82;0,87;0,89;0,89;0,87;0,83;0,76;0,68;0,58;0,49
0,4;0,38;0,46;0,6;0,75;0,89;1,03;1,11;1,14;1,13;1,06;0,94;0,79;0,63;0,5;0,45;0,52;0,61;0,71;0,79;0,84;0,87;0,88;0,87;0,84;0,78;0,71;0,62;0,53;0,44;0,39
0,46;0,6;0,76;0,92;1,05;1,13;1,15;1,14;1,06;0,93;0,77;0,61;0,49;0,44;0,49;0,58;0,66;0,73;0,79;0,83;0,85;0,84;0,83;0,78;0,73;0,66;0,57;0,49;0,47;0,52
0,63;0,77;0,91;1,02;1,08;1,1;1,08;1;0,89;0,76;0,63;0,52;0,46;0,47;0,53;0,6;0,66;0,72;0,76;0,79;0,81;0,81;0,79;0,75;0,7;0,64;0,59;0,56;0,58;0,65;0,75
0,85;0,94;0,99;1,01;1;0,95;0,87;0,77;0,67;0,57;0,5;0,46;0,48;0,52;0,58;0,64;0,7;0,75;0,8;0,82;0,82;0,82;0,78;0,75;0,69;0,65;0,62;0,64;0,7;0,77
0,84;0,9;0,93;0,93;0,92;0,87;0,8;0,72;0,63;0,54;0,47;0,44;0,45;0,5;0,57;0,65;0,74;0,81;0,87;0,9;0,91;0,9;0,86;0,8;0,72;0,65;0,6;0,61;0,68;0,76;0,83
0,89;0,91;0,91;0,89;0,84;0,77;0,68;0,59;0,5;0,42;0,39;0,44;0,53;0,63;0,74;0,86;0,94;1;1,02;1,01;0,96;0,87;0,75;0,63;0,54;0,54;0,62;0,71;0,8;0,87;0,9
0,91;0,9;0,86;0,8;0,72;0,62;0,52;0,44;0,37;0,4;0,5;0,63;0,78;91;1,03;1,09;1,11;1,09;1,01;0,89;0,74;0,59;0,49;0,5;0,58;0,68;0,77;0,84;0,88;0,89
0,89;0,86;0,81;0,74;0,65;0,55;0,46;0,39;0,4;0,5;0,65;0,8;0,95;1,06;1,13;1,14;1,11;1,02;0,88;0,73;0,58;0,48;0,48;0,55;0,64;0,72;0,78;0,83;0,85;0,85;0,84
0,81;0,75;0,68;0,6;0,52;0,45;0,44;0,51;0,65;0,79;0,93;1,04;1,1;1,11;1,08;1;0,88;0,74;0,61;0,51;0,47;0,5;0,56;0,63;0,7;0,75;0,78;0,8;0,81;0,8
0,77;0,73;0,67;0,61;0,55;0,51;0,55;0,63;0,74;0,86;0,95;1,02;1,04;1,03;0,98;0,9;0,79;0,68;0,58;0,5;0,45;0,47;0,52;0,59;0,65;0,71;0,77;0,8;0,82;0,82;0,8
